19.21	300
19.77	323
20.15	493
20.78	434
21.17	391
21.40	442
21.43	287
21.64	393
21.79	460
21.99	529
21.99	475
22.04	470
22.16	410
22.25	15
22.28	276
22.30	370
22.59	443
22.60	51
22.81	372
22.94	368
23.08	371
23.11	395
23.17	359
23.25	503
23.32	303
23.39	273
23.41	444
23.47	466
23.55	290
23.60	375
23.62	492
23.64	384
23.71	468
23.73	498
23.75	392
23.81	272
23.85	416
23.87	517
23.92	499
23.93	458
24.02	293
24.09	388
24.09	336
24.12	330
24.13	349
24.20	327
24.29	320
24.30	481
24.33	374
24.34	490
24.35	461
24.35	98
24.39	526
24.43	473
24.53	471
24.54	345
24.54	312
24.55	343
24.59	332
24.64	514
24.69	292
24.73	405
24.78	353
24.79	364
24.82	440
24.85	4
24.89	376
24.89	521
24.91	532
24.93	411
24.96	399
24.98	100
25.00	462
25.01	491
25.08	119
25.08	489
25.09	338
25.12	339
25.13	18
25.15	527
25.16	504
25.16	319
25.18	99
25.18	352
25.19	511
25.19	361
25.26	412
25.29	284
25.30	299
25.31	531
25.42	355
25.42	431
25.43	87
25.43	430
25.44	288
25.45	357
25.45	505
25.48	494
25.48	337
25.49	472
25.50	435
25.51	436
25.61	275
25.63	398
25.64	279
25.67	488
25.69	297
25.71	378
25.72	306
25.77	291
25.78	362
25.81	479
25.87	482
25.87	477
25.89	308
25.89	281
25.93	428
25.93	289
25.93	519
25.93	318
25.94	335
25.95	465
25.99	286
26.03	535
26.03	294
26.03	385
26.07	316
26.08	414
26.10	1
26.11	523
26.11	360
26.12	528
26.12	426
26.14	396
26.16	404
26.21	454
26.23	449
26.23	280
26.25	12
26.27	500
26.28	20
26.28	277
26.38	510
26.41	463
26.43	520
26.45	274
26.49	451
26.50	476
26.50	77
26.58	358
26.58	340
26.60	16
26.63	333
26.69	354
26.69	483
26.70	58
26.70	401
26.70	501
26.71	389
26.71	480
26.71	420
26.72	328
26.74	450
26.74	419
26.75	537
26.76	310
26.78	524
26.79	478
26.79	533
26.80	422
26.80	19
26.93	538
26.95	536
26.95	513
26.95	356
26.98	144
26.98	283
27.03	203
27.08	486
27.09	506
27.09	415
27.10	427
27.13	369
27.14	295
27.19	425
27.20	71
27.23	60
27.23	344
27.23	325
27.27	285
27.28	437
27.29	432
27.36	429
27.39	321
27.39	456
27.43	329
27.45	452
27.48	22
27.49	424
27.49	502
27.50	81
27.51	342
27.53	409
27.58	363
27.59	381
27.59	446
27.63	421
27.64	305
27.67	516
27.68	377
27.69	484
27.70	9
27.70	89
27.71	539
27.72	438
27.75	80
27.79	309
27.79	348
27.80	154
27.83	8
27.84	497
27.85	507
27.87	534
27.91	341
27.93	400
27.98	347
28.00	373
28.03	314
28.04	322
28.09	459
28.15	383
28.17	326
28.20	380
28.27	525
28.30	311
28.36	304
28.40	147
28.47	508
28.47	433
28.50	150
28.51	334
28.60	158
28.62	307
28.63	474
28.65	394
28.70	350
28.71	509
28.73	455
28.75	140
28.79	423
28.92	351
28.95	313
28.95	469
28.98	512
28.99	417
29.01	296
29.04	298
29.06	402
29.08	495
29.20	518
29.23	453
29.35	317
29.36	346
29.42	302
29.44	407
29.44	379
29.45	162
29.45	386
29.53	315
29.55	194
29.62	447
29.63	143
29.63	522
29.79	301
29.79	445
29.79	418
29.82	278
29.96	464
30.00	157
30.18	457
30.19	467
30.36	496
30.39	413
30.40	367
30.59	515
30.59	448
30.61	387
30.63	324
30.65	408
30.71	366
30.72	382
30.78	397
30.86	541
30.91	487
30.92	441
31.10	282
31.16	485
31.43	226
31.43	439
31.83	151
32.05	365
32.23	331
32.45	390
32.68	403
32.75	540
32.85	530
33.05	204
