19.21	567
19.77	590
20.15	760
20.78	701
21.17	658
21.28	27
21.40	709
21.43	554
21.64	660
21.79	727
21.99	796
21.99	742
22.04	737
22.13	50
22.16	677
22.28	543
22.30	637
22.59	710
22.81	639
22.94	635
23.08	638
23.11	662
23.17	626
23.25	770
23.32	570
23.39	540
23.40	14
23.41	711
23.47	733
23.55	557
23.60	642
23.62	759
23.64	651
23.71	735
23.73	765
23.75	659
23.85	683
23.87	784
23.92	766
23.93	725
24.02	560
24.09	655
24.09	603
24.12	597
24.13	616
24.18	161
24.20	594
24.29	587
24.30	748
24.33	641
24.34	757
24.35	728
24.39	793
24.43	740
24.53	738
24.54	612
24.54	579
24.55	610
24.59	599
24.64	781
24.69	559
24.73	672
24.78	620
24.79	631
24.82	707
24.89	643
24.89	788
24.91	799
24.93	678
24.96	666
25.00	729
25.01	758
25.08	756
25.09	605
25.10	97
25.10	99
25.12	606
25.15	794
25.16	771
25.16	586
25.18	619
25.19	778
25.19	628
25.26	679
25.29	551
25.30	566
25.31	798
25.42	622
25.42	698
25.43	697
25.44	555
25.45	624
25.45	772
25.48	761
25.48	604
25.49	739
25.50	702
25.51	703
25.58	98
25.61	542
25.63	665
25.64	546
25.67	755
25.68	19
25.69	564
25.71	645
25.72	573
25.73	20
25.77	558
25.78	629
25.81	746
25.87	749
25.87	744
25.89	575
25.89	548
25.93	695
25.93	556
25.93	786
25.93	585
25.94	602
25.95	732
25.99	553
26.03	802
26.03	561
26.03	652
26.07	583
26.08	681
26.11	790
26.11	627
26.12	795
26.12	693
26.14	663
26.16	671
26.21	721
26.23	716
26.23	547
26.25	143
26.27	767
26.28	544
26.38	777
26.41	730
26.43	15
26.43	787
26.45	541
26.49	718
26.50	743
26.58	625
26.58	607
26.63	600
26.69	621
26.69	750
26.70	668
26.70	768
26.71	656
26.71	747
26.71	687
26.72	595
26.73	70
26.73	86
26.74	717
26.74	686
26.75	804
26.76	577
26.78	791
26.79	745
26.79	800
26.80	689
26.90	26
26.93	805
26.95	803
26.95	780
26.95	623
26.98	80
26.98	550
27.03	11
27.03	59
27.08	16
27.08	753
27.09	773
27.09	682
27.10	694
27.13	636
27.14	562
27.15	8
27.19	692
27.23	611
27.23	592
27.27	552
27.28	704
27.29	699
27.36	696
27.38	79
27.39	588
27.39	723
27.43	596
27.45	719
27.48	57
27.49	691
27.49	769
27.51	609
27.53	676
27.58	630
27.59	648
27.59	713
27.63	688
27.64	572
27.65	18
27.67	783
27.68	644
27.69	751
27.71	806
27.72	705
27.75	88
27.78	91
27.79	576
27.79	615
27.84	764
27.85	774
27.87	801
